frntype_sh;fietstrace;gemeente;lstrnm;rstrnm;lengte;wegcategor;beheer_shp;bff_datum_;ident8_opl;ident8_afl;latWGS84;loWGS84;Aangemaakt op
functionele fietsroute;;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;51,00000000000000000;secundaire weg type 2;AWV - District Brugge;20160112;N3710001;;51.2506894058474,51.2506894058474,51.2506894058474,51.2506894058474,51.2506894058474,51.2506894058474,51.2506894058474,51.2506894058474,51.2506894058474,51.2506894058474,51.2506894058474,51.2506894058474,51.2506894058474;3.19238280798975,3.19238280798975,3.19238280798975,3.19238280798975,3.19238280798975,3.19238280798975,3.19238280798975,3.19238280798975,3.19238280798975,3.19238280798975,3.19238280798975,3.19238280798975,3.19238280798975;23/06/2016
hoofdroute: fietssnelweg;31005_Waggelwater_10452;Brugge;Waggelwater;Waggelwater;998,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875,51.2127084238875;3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336,3.15292918766336;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10261;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;55,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3710001;;51.2619404633087,51.2619404633087,51.2619404633087,51.2619404633087,51.2619404633087;3.18433727071678,3.18433727071678,3.18433727071678,3.18433727071678,3.18433727071678;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10273;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;10,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N3710001;N3710002;51.2327793856173,51.2327793856173;3.20312518974761,3.20312518974761;23/06/2016
functionele fietsroute;31005_Doornstraat_10289;Brugge;Doornstraat;Doornstraat;15,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.18687912649,51.18687912649;3.16746251356901,3.16746251356901;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10286;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;195,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1647755955998,51.1647755955998,51.1647755955998,51.1647755955998,51.1647755955998,51.1647755955998,51.1647755955998,51.1647755955998,51.1647755955998,51.1647755955998;3.15010448817268,3.15010448817268,3.15010448817268,3.15010448817268,3.15010448817268,3.15010448817268,3.15010448817268,3.15010448817268,3.15010448817268,3.15010448817268;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10375;Brugge;Oostendse Steenweg;Oostendse Steenweg;27,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2231635505831,51.2231635505831,51.2231635505831,51.2231635505831;3.20303136480304,3.20303136480304,3.20303136480304,3.20303136480304;23/06/2016
hoofdroute: fietssnelweg;31005_Waggelwater_10452;Brugge;Waggelwater;Waggelwater;327,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2178366041723,51.2178366041723,51.2178366041723,51.2178366041723,51.2178366041723,51.2178366041723,51.2178366041723,51.2178366041723,51.2178366041723,51.2178366041723,51.2178366041723,51.2178366041723,51.2178366041723;3.19772214663618,3.19772214663618,3.19772214663618,3.19772214663618,3.19772214663618,3.19772214663618,3.19772214663618,3.19772214663618,3.19772214663618,3.19772214663618,3.19772214663618,3.19772214663618,3.19772214663618;23/06/2016
functionele fietsroute;31005_Komvest_10319;Brugge;Komvest;Komvest;25,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;R0300001;;51.2200365240353,51.2200365240353,51.2200365240353;3.2207343054306,3.2207343054306,3.2207343054306;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;41,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1882612955934,51.1882612955934,51.1882612955934,51.1882612955934,51.1882612955934,51.1882612955934;3.1864478053018,3.1864478053018,3.1864478053018,3.1864478053018,3.1864478053018,3.1864478053018;23/06/2016
functionele fietsroute;31043_Elizabetlaan_10785;Knokke-Heist;Elizabetlaan;Elizabetlaan;256,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0340001;;51.3384158372873,51.3384158372873,51.3384158372873,51.3384158372873,51.3384158372873,51.3384158372873,51.3384158372873,51.3384158372873,51.3384158372873,51.3384158372873,51.3384158372873,51.3384158372873;3.21946562153547,3.21946562153547,3.21946562153547,3.21946562153547,3.21946562153547,3.21946562153547,3.21946562153547,3.21946562153547,3.21946562153547,3.21946562153547,3.21946562153547,3.21946562153547;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10350;Brugge;Maalse Steenweg;Maalse Steenweg;44,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;N0090002;51.2119652343321,51.2119652343321,51.2119652343321,51.2119652343321,51.2119652343321,51.2119652343321;3.24052237276622,3.24052237276622,3.24052237276622,3.24052237276622,3.24052237276622,3.24052237276622;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10375;Brugge;Oostendse Steenweg;Oostendse Steenweg;25,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2243157151243,51.2243157151243,51.2243157151243,51.2243157151243,51.2243157151243;3.20012307761678,3.20012307761678,3.20012307761678,3.20012307761678,3.20012307761678;23/06/2016
hoofdroute: fietssnelweg;31005_<straatnaam_ongekend>_10437;Brugge;;;24,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1954728053321,51.1954728053321;3.26703877638594,3.26703877638594;23/06/2016
functionele fietsroute;31004_Koning Albert-I-laan_10240;Blankenberge;Koning Albert-I-laan;Koning Albert-I-laan;153,00000000000000000;secundaire weg type 2;AWV - District Oostende;20141231;;N0340002;51.3213959237463,51.3213959237463,51.3213959237463,51.3213959237463,51.3213959237463,51.3213959237463,51.3213959237463;3.15241477379118,3.15241477379118,3.15241477379118,3.15241477379118,3.15241477379118,3.15241477379118,3.15241477379118;23/06/2016
functionele fietsroute;;Brugge;Gulden-Vlieslaan;Gulden-Vlieslaan;239,00000000000000000;secundaire weg type 3;AWV - District Brugge;20151229;R0300001;;51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409,51.2136660755409;3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063,3.21371807262063;23/06/2016
functionele fietsroute;31005_Komvest_10319;Brugge;Komvest;Komvest;51,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;R0300001;;51.2191859944503,51.2191859944503,51.2191859944503;3.21958592187237,3.21958592187237,3.21958592187237;23/06/2016
functionele fietsroute;31005_Spoorwegstraat_10386;Brugge;Spoorwegstraat;Spoorwegstraat;190,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3420001;N3420002;51.1916776355241,51.1916776355241,51.1916776355241,51.1916776355241;3.21931178939427,3.21931178939427,3.21931178939427,3.21931178939427;23/06/2016
functionele fietsroute;31005_Kustlaan_10343;Brugge;Kustlaan;Kustlaan;154,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0349012;51.3359033221413,51.3359033221413,51.3359033221413,51.3359033221413,51.3359033221413,51.3359033221413,51.3359033221413;3.20996186141303,3.20996186141303,3.20996186141303,3.20996186141303,3.20996186141303,3.20996186141303,3.20996186141303;23/06/2016
functionele fietsroute;31040_Diksmuidse Heirweg_10692;Zedelgem;Diksmuidse Heirweg;Diksmuidse Heirweg;465,00000000000000000;lokale weg type 1;Gemeente Zedelgem;20141231;;;51.1595121686931,51.1595121686931,51.1595121686931,51.1595121686931,51.1595121686931,51.1595121686931,51.1595121686931,51.1595121686931,51.1595121686931,51.1595121686931,51.1595121686931,51.1595121686931,51.1595121686931;3.14295545361191,3.14295545361191,3.14295545361191,3.14295545361191,3.14295545361191,3.14295545361191,3.14295545361191,3.14295545361191,3.14295545361191,3.14295545361191,3.14295545361191,3.14295545361191,3.14295545361191;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10292;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;158,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653;3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10325;Brugge;Koning Albert I-laan;Koning Albert I-laan;221,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;N3970002;51.1883179075128,51.1883179075128,51.1883179075128,51.1883179075128,51.1883179075128,51.1883179075128,51.1883179075128,51.1883179075128;3.20826601223928,3.20826601223928,3.20826601223928,3.20826601223928,3.20826601223928,3.20826601223928,3.20826601223928,3.20826601223928;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10350;Brugge;Maalse Steenweg;Maalse Steenweg;216,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;N0090002;51.2100226354818,51.2100226354818,51.2100226354818,51.2100226354818,51.2100226354818,51.2100226354818;3.25247895894603,3.25247895894603,3.25247895894603,3.25247895894603,3.25247895894603,3.25247895894603;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10398;Brugge;;;138,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0315111;N0315112;51.2027780280502,51.2027780280502,51.2027780280502,51.2027780280502,51.2027780280502,51.2027780280502;3.19292825250374,3.19292825250374,3.19292825250374,3.19292825250374,3.19292825250374,3.19292825250374;23/06/2016
functionele fietsroute;31005_Kustlaan_10340;Brugge;Kustlaan;Kustlaan;287,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0340001;;51.3281902642901,51.3281902642901,51.3281902642901,51.3281902642901,51.3281902642901;3.18622637822288,3.18622637822288,3.18622637822288,3.18622637822288,3.18622637822288;23/06/2016
functionele fietsroute;31005_Komvest_10319;Brugge;Komvest;Komvest;23,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;R0300001;;51.2198821893298,51.2198821893298,51.2198821893298;3.22051663343839,3.22051663343839,3.22051663343839;23/06/2016
hoofdroute: fietssnelweg;31005_<straatnaam_ongekend>_10437;Brugge;;;112,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1985851867576,51.1985851867576,51.1985851867576;3.27344943560457,3.27344943560457,3.27344943560457;23/06/2016
functionele fietsroute;31005_Kustlaan_10340;Brugge;Kustlaan;Kustlaan;163,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0340001;;51.3285998253502,51.3285998253502,51.3285998253502,51.3285998253502,51.3285998253502,51.3285998253502,51.3285998253502,51.3285998253502;3.19028883122251,3.19028883122251,3.19028883122251,3.19028883122251,3.19028883122251,3.19028883122251,3.19028883122251,3.19028883122251;23/06/2016
functionele fietsroute;31005_Spoorwegstraat_10386;Brugge;Spoorwegstraat;Spoorwegstraat;118,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3420001;N3420002;51.1952388507121,51.1952388507121,51.1952388507121,51.1952388507121,51.1952388507121,51.1952388507121,51.1952388507121,51.1952388507121;3.21687818175599,3.21687818175599,3.21687818175599,3.21687818175599,3.21687818175599,3.21687818175599,3.21687818175599,3.21687818175599;23/06/2016
functionele fietsroute;31005_Pathoekeweg_10377;Brugge;Pathoekeweg;Pathoekeweg;70,00000000000000000;lokale weg type 2;Stad Brugge;20141231;;;51.243115605852,51.243115605852,51.243115605852,51.243115605852,51.243115605852;3.21498063149186,3.21498063149186,3.21498063149186,3.21498063149186,3.21498063149186;23/06/2016
functionele fietsroute;31005_Kustlaan_10342;Brugge;Kustlaan;Kustlaan;216,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0349011;;51.3360184817644,51.3360184817644,51.3360184817644,51.3360184817644,51.3360184817644,51.3360184817644,51.3360184817644,51.3360184817644,51.3360184817644;3.20986012457617,3.20986012457617,3.20986012457617,3.20986012457617,3.20986012457617,3.20986012457617,3.20986012457617,3.20986012457617,3.20986012457617;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10324;Brugge;Koning Albert I-laan;Koning Albert I-laan;112,00000000000000000;primaire weg II;AWV - District Brugge;20141231;;N3970002;51.1749236127864,51.1749236127864,51.1749236127864,51.1749236127864,51.1749236127864,51.1749236127864,51.1749236127864,51.1749236127864,51.1749236127864;3.19944321699004,3.19944321699004,3.19944321699004,3.19944321699004,3.19944321699004,3.19944321699004,3.19944321699004,3.19944321699004,3.19944321699004;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10376;Brugge;Oostendse Steenweg;Oostendse Steenweg;25,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2242606867882,51.2242606867882,51.2242606867882,51.2242606867882,51.2242606867882;3.2000915870721,3.2000915870721,3.2000915870721,3.2000915870721,3.2000915870721;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;101,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.1916471787234,51.1916471787234,51.1916471787234,51.1916471787234,51.1916471787234,51.1916471787234;3.27654443919794,3.27654443919794,3.27654443919794,3.27654443919794,3.27654443919794,3.27654443919794;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10351;Brugge;Maalse Steenweg;Maalse Steenweg;50,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.2095257770134,51.2095257770134;3.25616819063655,3.25616819063655;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;125,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1813433906631,51.1813433906631,51.1813433906631,51.1813433906631;3.17610182870911,3.17610182870911,3.17610182870911,3.17610182870911;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10370;Brugge;Oostendse Steenweg;Oostendse Steenweg;37,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2278210866157,51.2278210866157,51.2278210866157,51.2278210866157;3.19161200438961,3.19161200438961,3.19161200438961,3.19161200438961;23/06/2016
functionele fietsroute;31003_Bruggestraat_10173;Beernem;Bruggestraat;Bruggestraat;4,00000000000000000;lokale weg type 1;AWV - District Pittem;20141231;N3370001;N3370002;51.1877362788787,51.1877362788787;3.28932913260275,3.28932913260275;23/06/2016
hoofdroute: fietssnelweg;31005_<straatnaam_ongekend>_10432;Oostkamp;;;199,00000000000000000;lokale weg type 1;Gemeente Oostkamp;20141231;;;51.1816713551291,51.1816713551291,51.1816713551291,51.1816713551291,51.1816713551291,51.1816713551291;3.24146992567161,3.24146992567161,3.24146992567161,3.24146992567161,3.24146992567161,3.24146992567161;23/06/2016
functionele fietsroute;31005_Generaal Lemanlaan_10298;Brugge;Generaal Lemanlaan;Generaal Lemanlaan;58,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.2027777822572,51.2027777822572,51.2027777822572,51.2027777822572,51.2027777822572;3.23556698428277,3.23556698428277,3.23556698428277,3.23556698428277,3.23556698428277;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10392;Brugge;;;6,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;N3970002;51.1634621482355,51.1634621482355,51.1634621482355;3.19189607206058,3.19189607206058,3.19189607206058;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10274;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;61,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N0090001;N0090002;51.2194103006866,51.2194103006866,51.2194103006866,51.2194103006866,51.2194103006866,51.2194103006866,51.2194103006866,51.2194103006866,51.2194103006866;3.20869238693763,3.20869238693763,3.20869238693763,3.20869238693763,3.20869238693763,3.20869238693763,3.20869238693763,3.20869238693763,3.20869238693763;23/06/2016
functionele fietsroute;;Brugge;Zandstraat;Zandstraat;113,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2026305217004,51.2026305217004,51.2026305217004,51.2026305217004,51.2026305217004,51.2026305217004,51.2026305217004,51.2026305217004,51.2026305217004;3.19216685610355,3.19216685610355,3.19216685610355,3.19216685610355,3.19216685610355,3.19216685610355,3.19216685610355,3.19216685610355,3.19216685610355;23/06/2016
