Naam;Formule;Straat;HuisNr;HuisNrToev;Postcode;Deelgemeente;Gemeente;Branche;Wvo;Check_dat;Winkelgebied;Subcentrum;StrnmEnHuisnr;latWGS84;loWGS84;Aangemaakt op
La Bodega;(Zelfst/nvt);Kuipersstraat;23;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Kuipersstraat 23;51.2102867615976;3.22264234623451;05/07/2016
De Republiek;(Zelfst/nvt);Sint-Jakobsstraat;36;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Sint-Jakobsstraat 36;51.2100536391758;3.22154664283525;05/07/2016
Rustenburg;(Zelfst/nvt);Slachthuisstraat;7;;8000;Brugge;Brugge;59.210.465-Partycentrum;;20090119;Verspreide bewinkeling Brugge;Overig_Brugge;Slachthuisstraat 7;51.2201919229703;3.21067369437159;05/07/2016
Assisenhof;(Zelfst/nvt);Sasplein;11;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Sasplein 11;51.2210370497678;3.23293930661535;05/07/2016
Simon Stevin;(Zelfst/nvt);Simon Stevinplein;8;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Simon Stevinplein 8;51.2062956391205;3.22323661539049;05/07/2016
Salons Lodewijk Van Male;(Zelfst/nvt);Maalse Steenweg;488;;8310;Sint-Kruis;Brugge;59.210.235-Hotel-Rest;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Maalse Steenweg 488;51.2088573399521;3.28465253873607;05/07/2016
Adornes;(Zelfst/nvt);Sint-Annarei;26;;8000;Brugge;Brugge;59.210.234-Hotel;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Sint-Annarei 26;51.2132833423628;3.22945821823438;05/07/2016
Zandwegemolen;(Zelfst/nvt);Oude Oostendse Steenweg;91;;8000;Brugge;Brugge;59.210.434-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Oude Oostendse Steenweg 91;51.22543479751;3.19342414901612;05/07/2016
De Kavijaks;(Zelfst/nvt);Lisseweegse Steenweg;50;;8380;Zeebrugge;Brugge;59.210.430-Café-Restaurant;;20080109;Verspreide bewinkeling Zeebrugge;Overig_Zeebrugge;Lisseweegse Steenweg 50;51.3103516330502;3.19740238484065;05/07/2016
The Green;(Zelfst/nvt);'t Zand;25;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 25;51.2045695305774;3.21875941141142;05/07/2016
Grand café du Theatre;(Zelfst/nvt);Kuipersstraat;14;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Kuipersstraat 14;51.2101625815691;3.22346086157969;05/07/2016
Pro Deo;(Zelfst/nvt);Langestraat;161;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Langestraat;Langestraat;Langestraat 161;51.2124210631515;3.2381435298748;05/07/2016
Shang Hai;(Zelfst/nvt);Katelijnestraat;70;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Katelijnestraat 70;51.2023438271113;3.22597881702083;05/07/2016
Maximiliaan van Oostenrijk;(Zelfst/nvt);Wijngaardplein;16;;8000;Brugge;Brugge;59.210.434-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Wijngaardplein 16;51.2017507478374;3.22420775586905;05/07/2016
Frituur Peter;(Zelfst/nvt);Gaston Roelandtsplein;2;;8310;Assebroek;Brugge;59.210.171-Fastfood;;20090115;Assebroek;Assebroek;Gaston Roelandtsplein 2;51.2009921610941;3.24613624160115;05/07/2016
Spinola;(Zelfst/nvt);Spinolarei;1;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Spinolarei 1;51.2114860901548;3.22634715957009;05/07/2016
Hotel Aragon;(Zelfst/nvt);Naaldenstraat;22;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Naaldenstraat 22;51.2106599018862;3.22228263804139;05/07/2016
Quick;Quick;Markt;14;;8000;Brugge;Brugge;59.210.171-Fastfood;;20090119;Centrum Brugge;Centrum Brugge;Markt 14;51.2084214072024;3.22376003313468;05/07/2016
Maxim's et Voila;(Zelfst/nvt);Noordzandstraat;67;;8000;Brugge;Brugge;59.210.180-Bezorg/Halen;;20090119;Centrum Brugge;Centrum Brugge;Noordzandstraat 67;51.2065501684645;3.21913306244673;05/07/2016
Polydor;(Zelfst/nvt);Kustlaan;108;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Kustlaan;Kustlaan;Kustlaan 108;51.331535651764;3.20563338586755;05/07/2016
Marabout;(Zelfst/nvt);Spoorwegstraat;326;;8200;Sint-Michiels;Brugge;59.210.123-Café;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Spoorwegstraat 326;51.1802386408238;3.22574360113464;05/07/2016
Patritius;(Zelfst/nvt);Riddersstraat;11;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Riddersstraat 11;51.2103049057399;3.22907708139305;05/07/2016
De Visscherie;(Zelfst/nvt);Vismarkt;8;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Vismarkt 8;51.2076886141377;3.22803591573823;05/07/2016
New Corner;(Zelfst/nvt);Tijdokstraat;1;;8380;Zeebrugge;Brugge;59.210.434-Restaurant;;20090113;Verspreide bewinkeling Zeebrugge;Overig_Zeebrugge;Tijdokstraat 1;51.3294509296821;3.20256137267169;05/07/2016
Passion for Food;(Zelfst/nvt);Philipstockstraat;39;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Philipstockstraat 39;51.2097304514659;3.2269491535152;05/07/2016
Huize die Maene;(Zelfst/nvt);Markt;17;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Markt 17;51.2086583035885;3.22345165940473;05/07/2016
Celebrations;(Zelfst/nvt);Vlamingstraat;84;;8000;Brugge;Brugge;59.210.465-Partycentrum;;20090119;Centrum Brugge;Centrum Brugge;Vlamingstraat 84;51.2119791426978;3.22364690095339;05/07/2016
De Gulden Spoor;(Zelfst/nvt);'t Zand;22;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 22;51.2046926015225;3.2186641422306;05/07/2016
De Munte;(Zelfst/nvt);Astridlaan;374;;8310;Assebroek;Brugge;59.210.171-Fastfood;;20080122;Verspreide bewinkeling Assebroek;Overig_Assebroek;Astridlaan 374;51.1930439978107;3.26699778971708;05/07/2016
Shqiponja;(Zelfst/nvt);Vizierstraat;37;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Vizierstraat 37;51.206027797793;3.23464391972428;05/07/2016
Au petit café;(Zelfst/nvt);Markt;34;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Markt 34;51.209395923132;3.22447039669322;05/07/2016
De Pottekijker;(Zelfst/nvt);Achiel Van Ackerplein;2;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Ezelstraat;Ezelstraat;Achiel Van Ackerplein 2;51.2133805568285;3.21842970001537;05/07/2016
Cafedraal;(Zelfst/nvt);Zilverstraat;38;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Zilverstraat 38;51.2060811502509;3.22035848438287;05/07/2016
St Amandje;(Zelfst/nvt);Sint-Amandsstraat;33;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 33;51.2082793040956;3.22201089371458;05/07/2016
Sportcafetaria Tempelhof;(Zelfst/nvt);Tempelhof;57;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Tempelhof 57;51.2271660513449;3.2039633472818;05/07/2016
Pizzafoon;(Zelfst/nvt);Langestraat;85;;8000;Brugge;Brugge;59.210.180-Bezorg/Halen;;20090115;Langestraat;Langestraat;Langestraat 85;51.2108857134397;3.23573430402815;05/07/2016
De Driehoek;(Zelfst/nvt);Titecastraat;35;;8200;Sint-Michiels;Brugge;59.210.123-Café;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Titecastraat 35;51.1938394406167;3.2037031342015;05/07/2016
Sapristi;(Zelfst/nvt);Dweersstraat;4;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Dweersstraat 4;51.2063764179033;3.21914103236136;05/07/2016
Art Hostel;(Zelfst/nvt);Havenstraat;2;;8000;Brugge;Brugge;59.210.234-Hotel;;20090115;Fort Lapin;Fort Lapin;Havenstraat 2;51.2229036552512;3.22749039490017;05/07/2016
Monaco;(Zelfst/nvt);Baron de Maerelaan;26;;8380;Zeebrugge;Brugge;59.210.235-Hotel-Rest;;20090113;Zeebrugge-bad;Zeebrugge-bad;Baron de Maerelaan 26;51.328620940694;3.18348264489648;05/07/2016
De Ysbeer;(Zelfst/nvt);Noordzandstraat;73;;8000;Brugge;Brugge;59.210.246-Yssalon;;20090119;Centrum Brugge;Centrum Brugge;Noordzandstraat 73;51.2064571886144;3.21898592427545;05/07/2016
Taveerne Oud Brugge;(Zelfst/nvt);Sint-Amandsstraat;12;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 12;51.2086359731866;3.22282125726163;05/07/2016
Relais Bourgondisch Cruyce;(Zelfst/nvt);Wollestraat;41;-47;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Wollestraat 41;51.2075100836544;3.22694813606681;05/07/2016
Royal;(Zelfst/nvt);Langestraat;181;;8000;Brugge;Brugge;59.210.171-Fastfood;;20090115;Langestraat;Langestraat;Langestraat 181;51.212619714541;3.23928632841626;05/07/2016
Shalimar Tandoori;(Zelfst/nvt);Fort Lapin;37;;8000;Brugge;Brugge;59.210.434-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Fort Lapin 37;51.2232659045478;3.23093069771514;05/07/2016
Tom Pouce;(Zelfst/nvt);Burg;17;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Burg 17;51.2083710357589;3.22622048407552;05/07/2016
Quatre mains;(Zelfst/nvt);Philipstockstraat;8;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Philipstockstraat 8;51.2093542754693;3.22555622584857;05/07/2016
Walwyck;(Zelfst/nvt);Leeuwstraat;6;;8000;Brugge;Brugge;59.210.234-Hotel;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Leeuwstraat 6;51.2100088405792;3.21943897896707;05/07/2016
Boldershof;(Zelfst/nvt);Ronsaardbekestraat;80;;8000;Brugge;Brugge;59.210.123-Café;;20090113;Sint-Jozef;Sint-Jozef;Ronsaardbekestraat 80;51.2249128413184;3.23264192874343;05/07/2016
Diligence;(Zelfst/nvt);Hoogstraat;5;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Hoogstraat 5;51.2092251033589;3.22790057557158;05/07/2016
Eethuis Krokantje;(Zelfst/nvt);Fort Lapin;35;;8000;Brugge;Brugge;59.210.171-Fastfood;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Fort Lapin 35;51.2231942911823;3.23083463521763;05/07/2016
Lunch Pakket;(Zelfst/nvt);Pannebekestraat;85;;8000;Brugge;Brugge;59.210.180-Bezorg/Halen;;20090113;Pannebekestraat;Pannebekestraat;Pannebekestraat 85;51.2266131255952;3.23496471875893;05/07/2016
Leopold;(Zelfst/nvt);'t Zand;26;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 26;51.2045213545765;3.21881040606874;05/07/2016
Gallo Romeinse Wijnkelder;(Zelfst/nvt);Westkapelse Steenweg;1;;8380;Dudzele;Brugge;59.210.434-Restaurant;;20090113;Centrum Dudzele;Centrum Dudzele;Westkapelse Steenweg 1;51.2738320962298;3.22473555083888;05/07/2016
De Carré;(Zelfst/nvt);Markt;26;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Markt 26;51.2091710417111;3.22374532905605;05/07/2016
Las Vegas;(Zelfst/nvt);Kustlaan;113;;8380;Zeebrugge;Brugge;59.210.123-Café;;20080109;Verspreide bewinkeling Zeebrugge;Overig_Zeebrugge;Kustlaan 113;51.3287552055605;3.2008678740553;05/07/2016
't Putje;(Zelfst/nvt);'t Zand;31;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 31;51.2043048649468;3.21919021744921;05/07/2016
El Churrasco;(Zelfst/nvt);Vlamingstraat;76;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Vlamingstraat 76;51.2110663611298;3.22476521890141;05/07/2016
Pizza Line;(Zelfst/nvt);Dampoortstraat;113;;8310;Sint-Kruis;Brugge;59.210.180-Bezorg/Halen;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Dampoortstraat 113;51.2168729900371;3.23968341429081;05/07/2016
Onbekend;(Zelfst/nvt);Wijngaardstraat;19;;8000;Brugge;Brugge;59.210.171-Fastfood;;20090119;Centrum Brugge;Centrum Brugge;Wijngaardstraat 19;51.2018618738506;3.22515316284166;05/07/2016
La Dentellière;(Zelfst/nvt);Wijngaardstraat;33;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Wijngaardstraat 33;51.201647997825;3.22484666498895;05/07/2016
De Nisse;(Zelfst/nvt);Hooistraat;12;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Hooistraat 12;51.2073672018115;3.23534561042139;05/07/2016
The Boat House;(Zelfst/nvt);Vismijnstraat;26;;8380;Zeebrugge;Brugge;59.210.430-Café-Restaurant;;20090113;Kustlaan;Kustlaan;Vismijnstraat 26;51.3325123467663;3.20408103712823;05/07/2016
Salon Monet;(Zelfst/nvt);Zeedijk;2;;8380;Zeebrugge;Brugge;59.210.434-Restaurant;;20090113;Zeebrugge-bad;Zeebrugge-bad;Zeedijk 2;51.329535100951;3.18254191490833;05/07/2016
Drakenpaleis;(Zelfst/nvt);Astridlaan;2;;8310;Assebroek;Brugge;59.210.434-Restaurant;;20090115;Assebroek;Assebroek;Astridlaan 2;51.2002831249076;3.24676568453239;05/07/2016
Pasta Presto;(Zelfst/nvt);Sint-Amandsstraat;17;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 17;51.2084016305746;3.22255581542263;05/07/2016
@ The Pub;(Zelfst/nvt);Hallenstraat;4;B-C;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Hallenstraat 4;51.2079844365435;3.22435004013333;05/07/2016
De Proeverie;(Zelfst/nvt);Katelijnestraat;6;;8000;Brugge;Brugge;59.210.246-Yssalon;;20090119;Centrum Brugge;Centrum Brugge;Katelijnestraat 6;51.2035637144715;3.22450087061892;05/07/2016
't Kattepoortje;(Zelfst/nvt);Oude Gentweg;173;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Gentpoortsestraat;Gentpoortsestraat;Oude Gentweg 173;51.2031061536374;3.23353802366087;05/07/2016
Della Piazza;(Zelfst/nvt);Baron Ruzettelaan;315;;8310;Assebroek;Brugge;59.210.434-Restaurant;;20090113;Baanconcentratie Baron Ruzettelaan;Baanconcentratie Baron Ruzettelaan;Baron Ruzettelaan 315;51.1879708916791;3.23383598238583;05/07/2016
't Pakhuis;(Zelfst/nvt);Rederskaai;7;;8380;Zeebrugge;Brugge;59.210.430-Café-Restaurant;;20080109;Verspreide bewinkeling Zeebrugge;Overig_Zeebrugge;Rederskaai 7;51.3339493823096;3.20173644439091;05/07/2016
Biskajer;(Zelfst/nvt);Biskajersplein;4;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Biskajersplein 4;51.2112839998107;3.22606059932414;05/07/2016
Lunch Garden;Lunch Garden;Maalse Steenweg;356;;8310;Sint-Kruis;Brugge;59.210.333-Lunchroom;;20090115;Baanconcentratie Maalse Steenweg;Winkelcentrum Redevco Brugge St.-Kruis (s);Maalse Steenweg 356;51.2083482576711;3.26457207129506;05/07/2016
Moloko;(Zelfst/nvt);Maalse Steenweg;126;;8310;Sint-Kruis;Brugge;59.210.123-Café;;20090115;Baanconcentratie Maalse Steenweg;Baanconcentratie Maalse Steenweg;Maalse Steenweg 126;51.2104537610826;3.2476834539868;05/07/2016
Waterman;(Zelfst/nvt);Beukenlaan;22;;8310;Sint-Kruis;Brugge;59.210.434-Restaurant;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Beukenlaan 22;51.2101121363386;3.270934069378;05/07/2016
Rock-Fort;(Zelfst/nvt);Langestraat;15;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Langestraat;Langestraat;Langestraat 15;51.2098207774437;3.23223635204074;05/07/2016
De Achtste Dag;(Zelfst/nvt);Werfstraat;3;;8000;Brugge;Brugge;59.210.123-Café;;20090114;Blankenbergse Steenweg;Blankenbergse Steenweg;Werfstraat 3;51.2161769964408;3.21534941225142;05/07/2016
De Tuilerieën;(Zelfst/nvt);Dijver;7;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Dijver 7;51.2063980656223;3.22663774689051;05/07/2016
Bryghia;(Zelfst/nvt);Oosterlingenplein;4;;8000;Brugge;Brugge;59.210.234-Hotel;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Oosterlingenplein 4;51.2131218740546;3.22617426510794;05/07/2016
't Poatersgat;(Zelfst/nvt);Vlamingstraat;82;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Vlamingstraat 82;51.2118907202681;3.22385017725697;05/07/2016
The Top;(Zelfst/nvt);Sint-Salvatorskerkhof;5;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Sint-Salvatorskerkhof 5;51.2059053947533;3.22195116192157;05/07/2016
Den Huzaar;(Zelfst/nvt);Vlamingstraat;36;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Vlamingstraat 36;51.2102774960367;3.22479747349805;05/07/2016
Sol Y Sombra;(Zelfst/nvt);Langestraat;121;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090115;Langestraat;Langestraat;Langestraat 121;51.2115878401665;3.23680949253828;05/07/2016
Frituur Bosrand;(Zelfst/nvt);Koning Albert I Laan;108;;8200;Sint-Michiels;Brugge;59.210.171-Fastfood;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Koning Albert I Laan 108;51.1879846083982;3.20921734420169;05/07/2016
Portinari Hotel;(Zelfst/nvt);'t Zand;15;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 15;51.2055838833099;3.21831934321233;05/07/2016
Loreto;(Zelfst/nvt);Katelijnestraat;40;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;Katelijnestraat 40;51.2029696354912;3.22502271741585;05/07/2016
Koopmanshuis;(Zelfst/nvt);Sint-Pieterszuidstraat;53;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Sint-Pieterszuidstraat 53;51.2233103853216;3.21197668787899;05/07/2016
Belle Epoque;(Zelfst/nvt);Zuidzandstraat;43;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Zuidzandstraat 43;51.2050744548273;3.21872483204207;05/07/2016
Breugelhof;(Zelfst/nvt);Oostmeers;128;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Oostmeers 128;51.199931043238;3.22011323255921;05/07/2016
De Pub;(Zelfst/nvt);Geernaartstraat;2;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Geernaartstraat 2;51.2094058775951;3.2238225878743;05/07/2016
Bies & Basil;(Zelfst/nvt);Moerkerkse Steenweg;136;;8310;Sint-Kruis;Brugge;59.210.333-Lunchroom;;20090115;Sint-Kruis;Sint-Kruis;Moerkerkse Steenweg 136;51.2137874164463;3.24764763981531;05/07/2016
Le grand café Belfort;(Zelfst/nvt);Eiermarkt;16;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Eiermarkt 16;51.2092662190461;3.22352160463426;05/07/2016
De Kroon;(Zelfst/nvt);Houtkaai;2;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090114;Verspreide bewinkeling Brugge;Overig_Brugge;Houtkaai 2;51.2184590168495;3.20944715921279;05/07/2016
Sedov Bistro;(Zelfst/nvt);Werfkaai;11;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Verspreide bewinkeling Zeebrugge;Overig_Zeebrugge;Werfkaai 11;51.3300493188952;3.20178244930433;05/07/2016
Mayla;(Zelfst/nvt);Gistelse Steenweg;25;;8200;Sint-Andries;Brugge;59.210.180-Bezorg/Halen;;20090114;Gistelse Steenweg_1;Gistelse Steenweg_1;Gistelse Steenweg 25;51.2035842180427;3.2082911081213;05/07/2016
De Pauze;(Zelfst/nvt);Moerkerkse Steenweg;202;;8310;Sint-Kruis;Brugge;59.210.333-Lunchroom;;20090115;Sint-Kruis;Sint-Kruis;Moerkerkse Steenweg 202;51.2143759583912;3.25265586212043;05/07/2016
Anselmus;(Zelfst/nvt);Riddersstraat;15;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Riddersstraat 15;51.2100981000629;3.22938285741705;05/07/2016
Narai catering;(Zelfst/nvt);Legeweg;2;;8200;Sint-Andries;Brugge;59.210.180-Bezorg/Halen;;20080204;Verspreide bewinkeling Sint-Andries;Overig_Sint-Andries;Legeweg 2;51.2053199218711;3.21027349084596;05/07/2016
The Farao's;(Zelfst/nvt);Torhoutse Steenweg;261;;8200;Sint-Andries;Brugge;59.210.123-Café;;20090114;Torhoutse Steenweg;Torhoutse Steenweg;Torhoutse Steenweg 261;51.1949623447614;3.19947367479456;05/07/2016
St Salvator;(Zelfst/nvt);Zuidzandstraat;10;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Zuidzandstraat 10;51.2057211194566;3.22039686041894;05/07/2016
Het Dagelijks Brood;(Zelfst/nvt);Philipstockstraat;21;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Philipstockstraat 21;51.2097268555552;3.22621680608689;05/07/2016
Den Apero;(Zelfst/nvt);Westmeers;11;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Westmeers 11;51.2040963593291;3.219914788584;05/07/2016
J Verstegen Ijsatelier;(Zelfst/nvt);Noorweegse Kaai;11;;8000;Brugge;Brugge;59.210.246-Yssalon;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Noorweegse Kaai 11;51.2226963174712;3.23569843364388;05/07/2016
't Gezelleke;(Zelfst/nvt);Carmersstraat;15;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Carmersstraat 15;51.2137806150511;3.23103653893186;05/07/2016
Bhavani;(Zelfst/nvt);Simon Stevinplein;5;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Simon Stevinplein 5;51.206503792598;3.22331083222786;05/07/2016
Pand 23;(Zelfst/nvt);Gaston Roelandtsplein;23;;8310;Assebroek;Brugge;59.210.430-Café-Restaurant;;20090115;Assebroek;Assebroek;Gaston Roelandtsplein 23;51.2006625159382;3.2458361290319;05/07/2016
Carrilon;(Zelfst/nvt);Sint-Amandsstraat;24;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 24;51.2086240523701;3.22230867241608;05/07/2016
Ristorante Adriatico;(Zelfst/nvt);Sint-Amandsstraat;9;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 9;51.2083516866953;3.22326178346317;05/07/2016
Den Gouden Harynck;(Zelfst/nvt);Groeninge;25;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Groeninge 25;51.2048865338185;3.22587781367978;05/07/2016
Chicken In;(Zelfst/nvt);Sint-Amandsstraat;31;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 31;51.2082894132221;3.22209735419789;05/07/2016
De Schaar;(Zelfst/nvt);Hooistraat;2;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Hooistraat 2;51.2072623298812;3.23504376143763;05/07/2016
't Schuttershof;(Zelfst/nvt);Rijselstraat;37;;8200;Sint-Michiels;Brugge;59.210.123-Café;;20090113;Centrum Sint-Michiels;Centrum Sint-Michiels;Rijselstraat 37;51.1895682009292;3.21199769205152;05/07/2016
't Voutje;(Zelfst/nvt);Eiermarkt;17;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Eiermarkt 17;51.2092271465673;3.22343585293779;05/07/2016
Miramar;(Zelfst/nvt);Mariastraat;13;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Mariastraat 13;51.2051990093413;3.2236786017427;05/07/2016
De Kartuizer;(Zelfst/nvt);Langestraat;119;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Langestraat;Langestraat;Langestraat 119;51.2115217240079;3.23668194693596;05/07/2016
Lindenhof;(Zelfst/nvt);Vrijdagmarkt;8;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090115;Smedenstraat;Smedenstraat;Vrijdagmarkt 8;51.204759163798;3.21669232764872;05/07/2016
Atlas;(Zelfst/nvt);Brusselstraat;13;;8380;Zeebrugge;Brugge;59.210.234-Hotel;;20090113;Zeebrugge-bad;Zeebrugge-bad;Brusselstraat 13;51.3284049477742;3.18169953474786;05/07/2016
Freety;(Zelfst/nvt);Koningin Astridlaan;97;26;8200;Sint-Michiels;Brugge;59.210.171-Fastfood;;20090113;Express Park;Express Park;Koningin Astridlaan 97;51.1869875222936;3.19964021878468;05/07/2016
De Verloren Hoek;(Zelfst/nvt);Carmersstraat;178;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Carmersstraat 178;51.2157916474362;3.2370008856024;05/07/2016
