Nr;Id_1;Wijk;Zone;Naam_straa;Proc_bezet;Proc_bewon;Proc_buite;Proc__ande;latWGS84;loWGS84;Aangemaakt op
701906;701906;7;1;Stalijzerstraat (Diamantslijperstraat - Gevangenisstraat) kant park (oost);0;0;0;0;51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095,51.2057293636095;3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149,3.23108155202149;07/07/2016
401004;401004;4;1;Lange Rei (Gouden Handrei - Sint-Gilliskoorstraat) kant huizen (west);0;0;0;0;51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601,51.2137096727601;3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629,3.2283629000629;07/07/2016
303402;303402;3;1;Sint-Gilliskerkstraat onpaar (west);0;0;0;0;51.2145155283295,51.2145155283295,51.2145155283295,51.2145155283295,51.2145155283295,51.2145155283295;3.22684866114326,3.22684866114326,3.22684866114326,3.22684866114326,3.22684866114326,3.22684866114326;07/07/2016
1203102;1203102;12;3;Peerdenstraat (Groenerei - Predikherenstraat);0;0;0;0;51.2089542009164,51.2089542009164;3.23021331612498,3.23021331612498;07/07/2016
102404;102404;1;1;Raamstraat (Gieterijstraat - Groenestraat) onpaar (west);100;50;0;50;51.2131036298167,51.2131036298167,51.2131036298167,51.2131036298167,51.2131036298167,51.2131036298167,51.2131036298167;3.21748078494475,3.21748078494475,3.21748078494475,3.21748078494475,3.21748078494475,3.21748078494475,3.21748078494475;07/07/2016
304002;304002;3;1;Walweinstraat onpaar (west);80;62.5;12.5;25;51.2210479725829,51.2210479725829,51.2210479725829,51.2210479725829;3.22661125938707,3.22661125938707,3.22661125938707,3.22661125938707;07/07/2016
502104;502104;5;1;Peperstraat (Stoelstraat - Langestraat) paar (zuid);0;0;0;0;51.2122418990513,51.2122418990513,51.2122418990513,51.2122418990513,51.2122418990513;3.23395598251661,3.23395598251661,3.23395598251661,3.23395598251661,3.23395598251661;07/07/2016
902501;902501;9;3;Wijngaardstraat paar (noord);0;0;0;0;51.2025503395106,51.2025503395106,51.2025503395106,51.2025503395106;3.22576347117487,3.22576347117487,3.22576347117487,3.22576347117487;07/07/2016
601205;601205;6;1;Langestraat (Rodestraat - Vuldersreitje) onpaar (noord);87.5;14.285714;14.285714;71.428571;51.2115967333034,51.2115967333034,51.2115967333034,51.2115967333034,51.2115967333034;3.23701222631108,3.23701222631108,3.23701222631108,3.23701222631108,3.23701222631108;07/07/2016
601403;601403;6;1;Predikherenrei (Moerkerkestraat - Hoogstuk) kant huizen (oost);88.888889;75;0;25;51.2064786929055,51.2064786929055,51.2064786929055,51.2064786929055,51.2064786929055;3.2356217713861,3.2356217713861,3.2356217713861,3.2356217713861,3.2356217713861;07/07/2016
401504;401504;4;1;Peterseliestraat (Leestenburg - Haarakkerstraat) paar (oost);0;0;0;0;51.2184855729351,51.2184855729351,51.2184855729351,51.2184855729351,51.2184855729351,51.2184855729351,51.2184855729351,51.2184855729351;3.23321178367545,3.23321178367545,3.23321178367545,3.23321178367545,3.23321178367545,3.23321178367545,3.23321178367545,3.23321178367545;07/07/2016
402010;402010;4;1;Snaggaardstraat (Ropeerdstraat - Speelmansstraat) paar (zuid);0;0;0;0;51.2152960035794,51.2152960035794,51.2152960035794;3.23196090716788,3.23196090716788,3.23196090716788;07/07/2016
1202802;1202802;12;3;Mallebergplaats paar (west);0;0;0;0;51.2095946640681,51.2095946640681,51.2095946640681,51.2095946640681,51.2095946640681;3.22716833174242,3.22716833174242,3.22716833174242,3.22716833174242,3.22716833174242;07/07/2016
300701;300701;3;1;Goudenhandstraat (Oost-Gillishof - Sint-Gilliskerkstraat) onpaar (noord);100;42.857143;0;57.142857;51.2137154744339,51.2137154744339,51.2137154744339,51.2137154744339,51.2137154744339,51.2137154744339,51.2137154744339,51.2137154744339,51.2137154744339,51.2137154744339;3.22560251391355,3.22560251391355,3.22560251391355,3.22560251391355,3.22560251391355,3.22560251391355,3.22560251391355,3.22560251391355,3.22560251391355,3.22560251391355;07/07/2016
502204;502204;5;1;Rodestraat (Verbrand Nieuwland - Langestraat) paar (zuid);133.333333;75;0;25;51.2114045719499,51.2114045719499,51.2114045719499,51.2114045719499;3.2355814862328,3.2355814862328,3.2355814862328,3.2355814862328;07/07/2016
1001400;1001400;10;2;Kleine Sint-Janstraat;0;0;0;0;51.2073845691454,51.2073845691454;3.2155648862827,3.2155648862827;07/07/2016
902001;902001;9;3;Walplein (Walstraat - Wijngaardstraat) kant pleintje (oost);0;0;0;0;51.2027007649679,51.2027007649679,51.2027007649679,51.2027007649679,51.2027007649679,51.2027007649679,51.2027007649679,51.2027007649679,51.2027007649679,51.2027007649679;3.22418261292772,3.22418261292772,3.22418261292772,3.22418261292772,3.22418261292772,3.22418261292772,3.22418261292772,3.22418261292772,3.22418261292772,3.22418261292772;07/07/2016
300304;300304;3;1;Baliestraat (Kleine Nieuwstraat - Calvariebergstraat) paar (oost);50;60;0;40;51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745,51.2184484740745;3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546,3.22479087605546;07/07/2016
500901;500901;5;1;Jeruzalemstraat (Carmersstraat - Driezwanenstraat) onpaar (noord);0;0;0;0;51.2135651529888,51.2135651529888,51.2135651529888,51.2135651529888,51.2135651529888;3.23068384795164,3.23068384795164,3.23068384795164,3.23068384795164,3.23068384795164;07/07/2016
1202600;1202600;12;3;Kraanplein;100;28.571429;0;71.428571;51.2105010809324,51.2105010809324,51.2105010809324;3.22455030283259,3.22455030283259,3.22455030283259;07/07/2016
600202;600202;6;1;Bilkske (Hooistraat - splitsing) onpaar (noord);75;66.666667;0;33.333333;51.2085623497583,51.2085623497583;3.23683675990939,3.23683675990939;07/07/2016
1002702;1002702;10;2;Zwijnstraat (Sint-Maartensblik - Hauwerstraat) onpaar (oost);66.666667;66.666667;16.666667;16.666667;51.204896652854,51.204896652854,51.204896652854,51.204896652854,51.204896652854;3.21593628027911,3.21593628027911,3.21593628027911,3.21593628027911,3.21593628027911;07/07/2016
1202300;1202300;12;3;Kleine Hertsbergestraat;0;0;0;0;51.2094945094447,51.2094945094447;3.22903968156271,3.22903968156271;07/07/2016
300203;300203;3;1;Augustijnenrei (Oost-Gistelhof - Hoedenmakerstraat) kant huizen (noord);75;0;0;100;51.2133338337353,51.2133338337353,51.2133338337353,51.2133338337353,51.2133338337353,51.2133338337353,51.2133338337353;3.2246044565243,3.2246044565243,3.2246044565243,3.2246044565243,3.2246044565243,3.2246044565243,3.2246044565243;07/07/2016
302902;302902;3;1;Schrijversstraat paar (zuid);68.421053;76.923077;0;23.076923;51.214077109432,51.214077109432,51.214077109432,51.214077109432,51.214077109432,51.214077109432,51.214077109432,51.214077109432,51.214077109432,51.214077109432,51.214077109432,51.214077109432;3.22225771549585,3.22225771549585,3.22225771549585,3.22225771549585,3.22225771549585,3.22225771549585,3.22225771549585,3.22225771549585,3.22225771549585,3.22225771549585,3.22225771549585,3.22225771549585;07/07/2016
601201;601201;6;1;Langestraat (Predikherenrei - Predikherenstraat) onpaar (noord);0;0;0;0;51.2097331331871,51.2097331331871,51.2097331331871,51.2097331331871,51.2097331331871;3.23228091991666,3.23228091991666,3.23228091991666,3.23228091991666,3.23228091991666;07/07/2016
1203202;1203202;12;3;Philipstockstraat (Cordoeanierstraat - Keersstraat) onpaar (noord);0;0;0;0;51.2095707155514,51.2095707155514;3.22564870406161,3.22564870406161;07/07/2016
400601;400601;4;1;Haarakkerstraat onpaar (noord);0;0;0;0;51.2197214793784,51.2197214793784,51.2197214793784,51.2197214793784,51.2197214793784,51.2197214793784,51.2197214793784,51.2197214793784;3.23170360138795,3.23170360138795,3.23170360138795,3.23170360138795,3.23170360138795,3.23170360138795,3.23170360138795,3.23170360138795;07/07/2016
601604;601604;6;1;Vulderstraat (Hooistraat - Kazernevest) paar (zuid);100;100;0;0;51.2092729132339,51.2092729132339,51.2092729132339,51.2092729132339,51.2092729132339,51.2092729132339,51.2092729132339,51.2092729132339,51.2092729132339,51.2092729132339,51.2092729132339,51.2092729132339,51.2092729132339;3.23758331398974,3.23758331398974,3.23758331398974,3.23758331398974,3.23758331398974,3.23758331398974,3.23758331398974,3.23758331398974,3.23758331398974,3.23758331398974,3.23758331398974,3.23758331398974,3.23758331398974;07/07/2016
701803;701803;7;1;Schaarstraat (Minderbroederstraat - Zwarteleertouwersstraat) onpaar (noord);0;0;0;0;51.2063164812301,51.2063164812301,51.2063164812301,51.2063164812301,51.2063164812301,51.2063164812301;3.23332894954857,3.23332894954857,3.23332894954857,3.23332894954857,3.23332894954857,3.23332894954857;07/07/2016
1000107;1000107;10;2;Boeveriestraat (Fonteinstraat - Klokstraat) onpaar (west);75;100;0;0;51.2030628519536,51.2030628519536;3.21612361746349,3.21612361746349;07/07/2016
100704;100704;1;1;Gulden Vlieslaan (Gieterijstraat - Ezelstraat) onpaar (oost);80;50;0;50;51.2150798567504,51.2150798567504,51.2150798567504,51.2150798567504,51.2150798567504,51.2150798567504;3.21633047241652,3.21633047241652,3.21633047241652,3.21633047241652,3.21633047241652,3.21633047241652;07/07/2016
301501;301501;3;1;Kleine Hoedenmakersstraat (Hoedenmakersstraat - West-Gistelhof) onpaar (noord);0;0;0;0;51.2143002016107,51.2143002016107;3.22399401535094,3.22399401535094;07/07/2016
601001;601001;6;1;Koopmansstraat onpaar (noord);90;77.777778;0;22.222222;51.2113615885184,51.2113615885184,51.2113615885184,51.2113615885184;3.23690169540555,3.23690169540555,3.23690169540555,3.23690169540555;07/07/2016
702003;702003;7;1;Violierstraat (Vizierstraat - Boninvest) onpaar (noord);0;0;0;0;51.204717467814,51.204717467814;3.23528267679004,3.23528267679004;07/07/2016
1000906;1000906;10;2;Hendrik Consciencelaan (Van Voldenstraat - Boeveriestraat) kant huizen (oost);18.181818;100;0;0;51.2007415053514,51.2007415053514,51.2007415053514;3.21551321045462,3.21551321045462,3.21551321045462;07/07/2016
701302;701302;7;1;Minderbroederstraat ('t Zweerd - Schaarstraat) kant huizen (noord);86.666667;23.076923;15.384615;61.538462;51.206533052175,51.206533052175,51.206533052175,51.206533052175,51.206533052175;3.23198804735104,3.23198804735104,3.23198804735104,3.23198804735104,3.23198804735104;07/07/2016
202502;202502;2;1;Sint-Jakobsstraat (Naaldenstraat - Moerstraat) paar (oost);0;0;0;0;51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249,51.2109740970249;3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801,3.22098343462801;07/07/2016
502309;502309;5;1;Rolweg (A.Rodenbachstraat - Kruisvest) paar (zuid);50;72.727273;0;27.272727;51.214225559524,51.214225559524,51.214225559524,51.214225559524,51.214225559524,51.214225559524,51.214225559524;3.23513472938652,3.23513472938652,3.23513472938652,3.23513472938652,3.23513472938652,3.23513472938652,3.23513472938652;07/07/2016
702507;702507;7;1;Zwarte-Leertouwerstraat (Kruitenbergstraat - Engelstraat) paar (west);0;0;0;0;51.2076898578374,51.2076898578374,51.2076898578374;3.2314137941693,3.2314137941693,3.2314137941693;07/07/2016
200903;200903;2;1;Grauwwerkersstraat (Vlamingstraat - Naaldenstraat) onpaar (zuid);42.857143;66.666667;0;33.333333;51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102,51.2113815885102;3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571,3.22297153830571;07/07/2016
902207;902207;9;3;Westmeers (Sint-Olbrechtstraat - Garsoenstraat) paar (west);75.757576;76;0;24;51.203004423786,51.203004423786,51.203004423786,51.203004423786,51.203004423786;3.21988448347275,3.21988448347275,3.21988448347275,3.21988448347275,3.21988448347275;07/07/2016
902204;902204;9;3;Westmeers (Garsoenstraat - Eiland) onpaar (oost);0;0;0;0;51.201248156296,51.201248156296,51.201248156296,51.201248156296,51.201248156296,51.201248156296,51.201248156296,51.201248156296;3.22018042496841,3.22018042496841,3.22018042496841,3.22018042496841,3.22018042496841,3.22018042496841,3.22018042496841,3.22018042496841;07/07/2016
1103303;1103303;11;3;Steenstraat (Zilverstraat - Markt) onpaar (noord);100;0;50;50;51.2075991247247,51.2075991247247,51.2075991247247,51.2075991247247,51.2075991247247,51.2075991247247;3.22309392749095,3.22309392749095,3.22309392749095,3.22309392749095,3.22309392749095,3.22309392749095;07/07/2016
701905;701905;7;1;Stalijzerstraat (Diamantslijperstraat - Gevangenisstraat) kant huizen (west);0;0;0;0;51.2056668410695,51.2056668410695,51.2056668410695,51.2056668410695,51.2056668410695,51.2056668410695,51.2056668410695,51.2056668410695,51.2056668410695,51.2056668410695,51.2056668410695,51.2056668410695,51.2056668410695;3.2309668561309,3.2309668561309,3.2309668561309,3.2309668561309,3.2309668561309,3.2309668561309,3.2309668561309,3.2309668561309,3.2309668561309,3.2309668561309,3.2309668561309,3.2309668561309,3.2309668561309;07/07/2016
1001707;1001707;10;2;Lane (Paalstraat - Zevensterrestraat) onpaar (zuid);66.666667;100;0;0;51.2071197273976,51.2071197273976;3.21526334494703,3.21526334494703;07/07/2016
1204002;1204002;12;3;Spinolarei (Koningstraat - Engelsestraat);0;0;0;0;51.2119529101378,51.2119529101378;3.22776746071968,3.22776746071968;07/07/2016
401203;401203;4;1;Oliebaan (Ingang school - Hemelrijk) onpaar (noord);0;0;0;0;51.2168837016494,51.2168837016494,51.2168837016494,51.2168837016494,51.2168837016494,51.2168837016494;3.23365856142374,3.23365856142374,3.23365856142374,3.23365856142374,3.23365856142374,3.23365856142374;07/07/2016
600102;600102;6;1;Balsemboomstraat (Essenboomstraat - Konfijtstraat) onpaar (noord);73.333333;63.636364;9.090909;27.272727;51.2104388369725,51.2104388369725,51.2104388369725,51.2104388369725,51.2104388369725,51.2104388369725,51.2104388369725;3.23699049584313,3.23699049584313,3.23699049584313,3.23699049584313,3.23699049584313,3.23699049584313,3.23699049584313;07/07/2016
502203;502203;5;1;Rodestraat (Molenmeers - Verband Nieuwland) paar (zuid);87.5;85.714286;0;14.285714;51.2114907150873,51.2114907150873,51.2114907150873,51.2114907150873,51.2114907150873;3.23538013513727,3.23538013513727,3.23538013513727,3.23538013513727,3.23538013513727;07/07/2016
800903;800903;8;1;Groeninge (Dijver - Kastanjeboomstraat) paar (west);125;50;20;30;51.2056442787743,51.2056442787743,51.2056442787743,51.2056442787743,51.2056442787743,51.2056442787743,51.2056442787743,51.2056442787743,51.2056442787743,51.2056442787743,51.2056442787743;3.2253833074203,3.2253833074203,3.2253833074203,3.2253833074203,3.2253833074203,3.2253833074203,3.2253833074203,3.2253833074203,3.2253833074203,3.2253833074203,3.2253833074203;07/07/2016
300303;300303;3;1;Baliestraat (Annuntiatenstraat - Kleine Nieuwstraat) paar (oost);0;0;0;0;51.2163588580164,51.2163588580164;3.22632748766453,3.22632748766453;07/07/2016
202807;202807;2;1;Vlamingstraat (Philipstockstraat - Niklaas Desparsstraat) onpaar (west);0;0;0;0;51.2100174373606,51.2100174373606,51.2100174373606,51.2100174373606,51.2100174373606,51.2100174373606,51.2100174373606,51.2100174373606,51.2100174373606;3.22450865889306,3.22450865889306,3.22450865889306,3.22450865889306,3.22450865889306,3.22450865889306,3.22450865889306,3.22450865889306,3.22450865889306;07/07/2016
401611;401611;4;1;Potterierei (Gotje - Oliebaan) kant water (west);0;0;0;0;51.2167210811555,51.2167210811555,51.2167210811555,51.2167210811555,51.2167210811555,51.2167210811555,51.2167210811555,51.2167210811555,51.2167210811555;3.22879856947855,3.22879856947855,3.22879856947855,3.22879856947855,3.22879856947855,3.22879856947855,3.22879856947855,3.22879856947855,3.22879856947855;07/07/2016
